proposal_id,proposal_types,result,reduction_amount,freeze_amount,reason,description,frozen_status,frozen_history,frozen_report,budget_image_url,historical_proposals,historical_parent_proposal,merged_proposals,merged_parent_proposal,year,government_name,government_category,meetings,proposers,co_signers,budget_id,budget_project_name,budget_project_description,budget_major_category,budget_medium_category,budget_minor_category,budget_amount,last_synced_at
11658,主決議,通過,,,"交通部115年度預算編列81億5,163萬4千元，用於補助14項捷運興建計畫。經查，多項捷運建設計畫因土地徵收或撥用、都市計畫變更、文化古蹟保存、民眾抗爭、物價調整、設計改變、施工障礙、政策變更等諸多原因，辨理計畫修正，導致其工期延後或經費上調之情事，另查，各捷運建設計畫執行過程中，亦衍生多起工程履約爭議案件，109至114年7月底發生共14起，業將影響捷運建設工程之推動。綜上所述，爰要求交通部應檢討、強化各捷運建設計畫控管及精進採購管理制度，以加速各捷運建設計畫之推動，並於3個月內向立法院交通委員會提出書面報告。【141】",,,,,,,,,,115,交通部,交通部,2026/5/11,萬美玲|黃健豪|陳雪生,,,,,,,,,2026-06-13T14:59:36.472Z
11659,主決議,通過,,,"交通部115年度預算編列2億8,150萬元用於執行「智慧運輸系統發展建設計畫」，該計畫係促進智慧運輸系統之落實及服務普及，加速智慧運輸服務之應用發展，滿足未來發展趨勢之多元化需求。經查，近期高德地圖APP因其便利性，有越來越多民眾使用，然數位發展部及內政部指出該APP為大陸製，有資安及國安風險，呼籲民眾不要使用，行政院卓院長及國家發展委員會葉主任委員，承諾將建置本土地圖APP，而交通部近年來推動之智慧運輸系統計畫，所建置之TDX平台，涵蓋全國公路、軌道、航空、航運、自行車、路況、停車等完整之交通運輸資料，能讓本土地圖APP擁有更完整之資訊，基於政府一體之概念，交通部應主動協助建置本土地圖APP，以嘉惠國人。綜上所述，爰要求交通部應積極與相關單位溝通，提供交通運輸相關資料，儘速建置本土地圖APP供民眾使用，並於1個月內向立法院交通委員會提出書面報告。【142】",,,,,,,,,,115,交通部,交通部,2026/5/11,萬美玲|黃健豪|陳雪生,,5478,,,智慧運輸系統發展建設計畫,,,281500000,2026-06-13T14:59:36.472Z
11660,主決議,通過,,,"交通部115年度預算編列3億8,429萬4千元，用於執行「國家道路交通安全綱要計畫」(113-116年)，係改善行人交通安全，建立以人為本之安全用路環境及文化，降低交通事故，朝「零死亡願景」邁進之經費。經查，依交通部「道安總動員」統計數據顯示，113年全國事故死傷人數為53萬7,383人，114年增加至53萬6,992人，另於行人死傷人數，亦從113年1萬7,162人，114年增至1萬7,295人，增加133人，實有檢討之必要。另查，國家運輸安全調查委員會於112年便建議交通部引進道路交通安全檢核及道路安全檢查機制，在其他重大交通事故調查報告中，亦陸續提醒交通部加速引入該機制，期望透過第三方機構，對現有道路進行檢查及交通工程施作期間之檢核，以提升整體道路交通安全。綜上所述，爰要求交通部應加速道路安全檢核及道路安全檢查機制之引入，全面檢視我國道路安全，並於1個月內向立法院交通委員會提出書面報告。【143】",,,,,,,,,,115,交通部,交通部,2026/5/11,萬美玲|黃健豪|陳雪生,,5477,,,國家道路交通安全綱要計畫,,,384294000,2026-06-13T14:59:36.472Z
11661,主決議,通過,,,"交通部115年度預算編列3億8,429萬4千元，用於執行「國家道路交通安全綱要計畫」(113-116年)，係改善行人交通安全，建立以人為本之安全用路環境及文化，降低交通事故，朝「零死亡願景」邁進之經費。經查，近年來毒駕案件逐年增加，113年2,619件，114年8,659件，增加6,040件，115年僅1至3月，就有3,223件，顯見現行法規無法有效遏阻毒駕行為，實有檢討相關法規之必要。爰要求交通部應重新檢視並修正現行毒駕之罰則，以嚇阻並降低毒駕發生，並於1個月內向立法院交通委員會提出書面報告。【144】",,,,,,,,,,115,交通部,交通部,2026/5/11,萬美玲|黃健豪|陳雪生,,5477,,,國家道路交通安全綱要計畫,,,384294000,2026-06-13T14:59:36.472Z
11662,主決議,通過,,,鑑於桃園鐵路地下化因工程延宕、原物料大漲致須追加769億元經費，然桃園鐵路地下化變更計畫自114年8月即簽陳行政院，至今已逾9個月仍未核定，導致工程進度嚴重落後。交通部作為中央鐵道建設主管機關，有責向行政院說明、爭取鐵道建設經費，尤其行政院拖延變更計畫之核定，除讓工程進度持續延宕落後，原物料恐會持續調漲，將使原規劃之追加經費又不足，形成惡性循環，導致桃園交通黑暗期持續延長，更讓全民共同負擔再追加之經費。綜上所述，爰要求交通部應向行政院積極爭取，儘速核定桃園鐵路地下化變更計畫，並於1個月內向立法院交通委員會提出書面報告。【145】,,,,,,,,,,115,交通部,交通部,2026/5/11,萬美玲|黃健豪|陳雪生,,,,,,,,,2026-06-13T14:59:36.472Z
11663,主決議,通過,,,針對交通部 115 年度單位預算，鑑於 113 年度交通事故死亡人數下降幅度未達「國家道安計畫」既定目標，且兒少與高齡族群之交通事故風險居高不下、高齡駕駛肇事率逐年攀升。為避免道安持續惡化並確保防制目標如期達成，爰要求交通部全面檢視並強化防制策略，加速落實高齡駕駛管理制度改革，並辦理以下事項：1.全面檢討道安計畫成效：針對 113 年度防制成效未達標之落差，交通部應會同相關部會全面盤點現行「國家道安計畫」各項防制作為之執行盲點，針對未達標之指標提出具體改善方案與重新設定合理之量化 KPI，確保整體與行人死亡人數降幅能如期達標。2.強化兒少與高齡族群防制：交通部應會同教育部、衛生福利部及內政部警政署等相關部會，針對兒少及高齡者兩大高風險族群，提出跨部會之交通事故防制專案計畫或因應對策，從工程、監理、教育宣導及執法等面向多管齊下，確實降低死傷人數。3.加速落實高齡駕駛改革：針對預計於 115 年起推動之駕駛人管理改革措施(共計 9 項方案、17 項措施)，應確實掌握進度、完備配套措施並如期落實執行，以加強高齡駕駛人之法令遵循及駕駛道德鑑別度。4.交通部應就上述各項道安精進策略、跨部會協調防制機制，以及高齡駕駛管理改革之具體執行期程與預期效益，於2個月內向立法院交通委員會提出書面報告。【146】,,,,,,,,,,115,交通部,交通部,2026/5/11,魯明哲|徐欣瑩|黃健豪|陳雪生,,,,,,,,,2026-06-13T14:59:36.472Z
11664,主決議,通過,,,"針對交通部 115 年度預算「營業基金」項下「國營臺灣鐵路股份有限公司」新增「重點橋梁行車安全提昇計畫」經費 2 億 3,800 萬元，鑑於臺鐵橋齡逾 40 年以上者占比已逾五成，且部分既有橋梁改建補強計畫進度嚴重落後。為確保鐵道行車安全與基礎設施韌性，爰要求交通部督促國營臺灣鐵路股份有限公司加強工程進度控管，並建立完善之長期橋梁養護與更新機制，並辦理以下事項：1.嚴控工程進度與提出趕工計畫：交通部應督促臺鐵針對進度落後之既有橋梁改建補強工程(含雙溪橋、高屏溪鐵路橋、三爺溪橋等)提出具體趕工計畫並檢討延宕原因，同時落實資源整合，確保 115 年新增之「重點橋梁行車安全提昇計畫」能如期如質推展。2.建立老舊橋梁長期養護更新機制：針對全臺逾半數橋齡超過 40 年之老舊橋梁，國營臺灣鐵路股份有限公司應建立完善之長期控管、養護及適時更新機制，並盤點風險等級，優先針對高風險路段導入科學化與智慧化之橋梁檢測技術，精準掌握橋梁結構安全風險。3.交通部應就上述既有橋梁工程趕工進度、新增重點橋梁計畫之執行控管機制，以及老舊橋梁長期養護更新策略，於2個月內向立法院交通委員會提出書面報告。【147】",,,,,,,,,,115,交通部,交通部,2026/5/11,魯明哲|徐欣瑩|黃健豪|陳雪生,,,,,,,,,2026-06-13T14:59:36.472Z
11665,主決議,通過,,,"針對交通部 115 年度預算「營業基金」項下「國營臺灣鐵路股份有限公司」編列政府對臺鐵應負擔項目等計畫經費高達 263 億 3,260 萬 5 千元。鑑於臺鐵已調整票價並預估115 年度將轉虧為盈，為減輕政府財務負擔並落實公司化精神，爰要求交通部加速完備營運虧損補貼辦法，並重新檢視釐清政府與臺鐵間之自償性經費負擔比例，並辦理以下事項：1.加速完備虧損補貼子法：交通部應儘速與行政院主計總處完成協商，於 3 個月內正式發布「政府對國營臺灣鐵路股份有限公司配合政府政策任務造成營運虧損補貼辦法」，以確立政府補貼與臺鐵自負盈虧之明確界線。2.重新核算自償率與經費負擔：針對 115 年度所編列之 263億餘元政府應負擔項目，交通部應責成臺鐵公司，將票價調整及預計產生之盈餘(淨利 18.3 億餘元)納入各項基礎設施與車輛購置計畫之財務模型中，重新核算各計畫之「自償率」，並依據國營臺灣鐵路股份有限公司設置條例第19 條規定，將具自償性之經費確實轉由臺鐵公司負擔，並相應調整政府補貼預算額度。3.交通部應將「政府對國營臺灣鐵路股份有限公司配合政府政策任務造成營運虧損補貼辦法」草案內容及辦理進度，以及督促國營臺灣鐵路股份有限公司持續提升營運績效之具體財務規劃，於2個月內向立法院交通委員會提出書面報告。【148】",,,,,,,,,,115,交通部,交通部,2026/5/11,魯明哲|徐欣瑩|黃健豪|陳雪生,,5479,,,營業基金,國營臺灣鐵路股份有限公司,,26332605000,2026-06-13T14:59:36.472Z
11666,主決議,通過,,,"針對交通部 115 年度預算「交通運輸規劃及產業發展」項下「臺灣新車安全評等(TNCAP)精進計畫」編列經費 2 億5,548 萬元，為確保 TNCAP 制度之長期永續性，建請交通部儘速完備財務自主之配套法制；同時針對美國對等關稅衝擊研謀產業配套，並結合新竹縣作為臺灣汽車電子與智慧運輸科技重鎮之優勢，強化國產汽車安全與零組件產業競爭力，爰要求交通部辦理以下事項：1.加速財務自主法制化：交通部應加速辦理公路法及 TNCAP管理辦法之修正草案研議，確實於 115 年底前完成相關法制化作業，確保 117 年起逐步落實由車輛業者負擔評等經費之財務自主目標。2.落實關稅衝擊之產業配套：針對美國對等關稅政策之衝擊，交通部應會同經濟部持續滾動檢討 TNCAP 測試標準升級期程，給予國產車廠及供應鏈合理之技術轉型緩衝期，並透過與國際 NCAP 接軌，實質降低業者重複測試成本。3.結合新竹科技優勢帶動產業升級：交通部應研議將 TNCAP測試數據與標準指引，對接新竹縣等具備汽車電子與 ADAS研發優勢之科技聚落，提供在地零組件供應商技術升級之參考；並會同新竹縣政府，研議將 TNCAP 高安全星等(如五星)車輛列為地方政府推動綠色運輸(如智慧電動車接駁)採購之優先鼓勵指標。4.交通部應就上述TNCAP財務自主法制化進度、因應美國關稅之產業輔導具體作為，以及結合地方產業鏈結之規劃，於2個月內向立法院交通委員會提出書面報告。【149】",,,,,,,,,,115,交通部,交通部,2026/5/11,魯明哲|徐欣瑩|黃健豪|陳雪生,,5480,,,交通運輸規劃及產業發展,臺灣新車安全評等(TNCAP)精進計畫,,255480000,2026-06-13T14:59:36.472Z
11667,主決議,通過,,,交通部為因應近期國際能源市場波動、油價持續攀升，減輕第一線計程車運輸產業之經營壓力，宣布啟動「計程車油價折讓補貼措施」。該計畫針對全國合法登記之在籍計程車(不含純電動車)，提供每車最高6千元之油價補貼，預估受惠車輛約9萬輛，申請期間自115年5月20日起至8月31日止，期能即時協助駕駛度過高油價難關。然查此項補貼措施牽涉經費龐大且涵蓋面廣，目前相關之登記據點、申請文件及作業細節尚待研議公告。考量實務上計程車業態包含個人、靠行及合作社等多種經營模式，若申請程序過於繁雜，恐致政策美意打折；且須避免衍生補助款未能實際嘉惠第一線實際開車營業駕駛之爭議。為確保該項補貼預算之執行具實質效益，切實減輕駕駛負擔，請交通部於規劃後續作業細節時，應秉持「簡政便民」原則優化申請流程，並建立完善之身分認定與查核機制，確保補助資源精準核發予實際營運之駕駛人；同時，建請交通部密切關注國際油價變動趨勢與整體預算執行狀況，適時滾動檢討精進相關協助措施，以落實穩定從業人員生計之政策目標。【150】,,,,,,,,,,115,交通部,交通部,2026/5/11,魯明哲|徐欣瑩|黃健豪|陳雪生,,,,,,,,,2026-06-13T14:59:36.472Z
